FORECAST DATE: 08/18/2025 @8AM,,,,,,,,,,
"Valid : Aug 18 - 27, 2025",,,,,,,,,,
Source: NOAAH Global Forecast System (GFS),,,,,,,,,,
,Santa Maria (Ilocos Sur),22,27,24,<60,LIGHT RAINS,CLOUDY,94,1,WNW
,Santiago (Ilocos Sur),22,27,25,<60,LIGHT RAINS,CLOUDY,94,1,NW
,Santo Domingo (Ilocos Sur),23,28,26,<60,LIGHT RAINS,CLOUDY,94,1,W
,Sigay (Ilocos Sur),19,24,21,<60,LIGHT RAINS,CLOUDY,92,1,NW
,Sinait (Ilocos Sur),22,27,25,<60,LIGHT RAINS,CLOUDY,93,1,WNW
,Sugpon (Ilocos Sur),17,23,20,<60,LIGHT RAINS,CLOUDY,95,1,NW
,Suyo (Ilocos Sur),18,25,21,<60,LIGHT RAINS,CLOUDY,93,1,NNW
,Tagudin (Ilocos Sur),20,25,22,<60,LIGHT RAINS,CLOUDY,94,1,NNW
,City of Vigan (Ilocos Sur),24,28,26,<60,LIGHT RAINS,CLOUDY,93,2,W
,Agoo (La Union),21,27,24,<60,LIGHT RAINS,CLOUDY,91,1,ENE
,Aringay (La Union),20,27,23,<60,LIGHT RAINS,CLOUDY,92,1,NE
,Bacnotan (La Union),21,25,23,<60,LIGHT RAINS,CLOUDY,93,1,W
,Bagulin (La Union),18,24,21,<60,LIGHT RAINS,CLOUDY,95,1,E
,Balaoan (La Union),21,25,23,<60,LIGHT RAINS,CLOUDY,94,1,NNW
,Bangar (La Union),21,25,23,<60,LIGHT RAINS,CLOUDY,94,1,NNW
,Bauang (La Union),21,26,24,<60,LIGHT RAINS,CLOUDY,92,2,ENE
,Burgos (La Union),19,24,21,<60,LIGHT RAINS,CLOUDY,94,1,NNE
,Caba (La Union),21,26,23,<60,LIGHT RAINS,CLOUDY,92,1,NE
,Luna (La Union),21,25,23,<60,LIGHT RAINS,CLOUDY,93,1,NNW
,Naguilian (La Union),20,25,22,<60,LIGHT RAINS,CLOUDY,94,1,NNE
,Pugo (La Union),20,27,24,<60,LIGHT RAINS,CLOUDY,93,1,NE
,Rosario (La Union),21,28,24,<60,LIGHT RAINS,CLOUDY,93,1,NE
,City of San Fernando (La Union),20,26,23,<60,LIGHT RAINS,CLOUDY,93,2,ESE
,San Gabriel (La Union),18,24,21,<60,LIGHT RAINS,CLOUDY,95,1,S
,San Juan (La Union),20,25,23,<60,LIGHT RAINS,CLOUDY,93,1,S
,Santo Tomas (La Union),22,27,25,<60,LIGHT RAINS,CLOUDY,92,1,NE
,Santol (La Union),18,24,21,<60,LIGHT RAINS,CLOUDY,95,1,W
,Sudipen (La Union),18,24,21,<60,LIGHT RAINS,CLOUDY,94,1,NNW
,Tubao (La Union),21,27,24,<60,LIGHT RAINS,CLOUDY,93,1,NE
,Agno (Pangasinan),24,28,26,<60,LIGHT RAINS,CLOUDY,94,2,SW
,Aguilar (Pangasinan),22,28,25,<60,LIGHT RAINS,CLOUDY,94,1,ESE
,City of Alaminos (Pangasinan),23,29,26,<60,LIGHT RAINS,CLOUDY,92,2,WSW
,Alcala (Pangasinan),23,30,27,<60,LIGHT RAINS,CLOUDY,94,1,S
,Anda (Pangasinan),25,29,27,<60,LIGHT RAINS,CLOUDY,89,2,SW
,Asingan (Pangasinan),22,30,26,<60,LIGHT RAINS,CLOUDY,92,1,E
,Balungao (Pangasinan),23,30,26,<60,LIGHT RAINS,CLOUDY,94,1,SSW
,Bani (Pangasinan),24,29,26,<60,LIGHT RAINS,CLOUDY,93,2,SW
,Basista (Pangasinan),23,29,26,<60,LIGHT RAINS,CLOUDY,93,1,ENE
,Bautista (Pangasinan),23,30,27,<60,LIGHT RAINS,CLOUDY,94,1,S
,Bayambang (Pangasinan),23,30,26,<60,LIGHT RAINS,CLOUDY,94,1,ESE
,Binalonan (Pangasinan),22,30,26,<60,LIGHT RAINS,CLOUDY,92,1,NNE
,Binmaley (Pangasinan),23,29,26,<60,LIGHT RAINS,CLOUDY,92,1,SE
,Bolinao (Pangasinan),25,29,27,<60,LIGHT RAINS,CLOUDY,92,3,SW
,Bugallon (Pangasinan),22,29,25,<60,LIGHT RAINS,CLOUDY,92,1,S
,Burgos (Pangasinan),23,28,26,<60,LIGHT RAINS,CLOUDY,95,1,WSW
,Calasiao (Pangasinan),23,29,26,<60,LIGHT RAINS,CLOUDY,92,1,ENE
,City of Dagupan (Pangasinan),23,30,26,<60,LIGHT RAINS,CLOUDY,92,1,ENE
,Dasol (Pangasinan),22,28,25,<60,LIGHT RAINS,CLOUDY,96,1,WSW
,Infanta (Pangasinan),22,28,25,<60,LIGHT RAINS,CLOUDY,96,1,SW
,Labrador (Pangasinan),23,29,26,<60,LIGHT RAINS,CLOUDY,92,1,WSW
,Lingayen (Pangasinan),23,29,26,<60,LIGHT RAINS,CLOUDY,91,1,S
,Mabini (Pangasinan),23,28,26,<60,LIGHT RAINS,CLOUDY,95,1,WSW
,Malasiqui (Pangasinan),23,30,26,<60,LIGHT RAINS,CLOUDY,93,1,E
,Manaoag (Pangasinan),23,30,26,<60,LIGHT RAINS,CLOUDY,92,1,NNE
,Mangaldan (Pangasinan),23,30,26,<60,LIGHT RAINS,CLOUDY,92,1,NNE
,Mangatarem (Pangasinan),22,29,25,<60,LIGHT RAINS,CLOUDY,94,1,E
,Mapandan (Pangasinan),23,30,26,<60,LIGHT RAINS,CLOUDY,92,1,NNE
,Natividad (Pangasinan),20,29,24,<60,LIGHT RAINS,CLOUDY,94,1,NE
,Pozorrubio (Pangasinan),22,29,26,<60,LIGHT RAINS,CLOUDY,92,1,NNE
,Rosales (Pangasinan),23,30,27,<60,LIGHT RAINS,CLOUDY,94,1,WSW
,City of San Carlos (Pangasinan),23,29,26,<60,LIGHT RAINS,CLOUDY,93,1,E
,San Fabian (Pangasinan),22,29,26,<60,LIGHT RAINS,CLOUDY,92,1,NNE
,San Jacinto (Pangasinan),22,30,26,<60,LIGHT RAINS,CLOUDY,92,1,NNE
,San Manuel (Pangasinan),20,30,25,<60,LIGHT RAINS,CLOUDY,92,1,NNE
,San Nicolas (Pangasinan),20,29,24,<60,LIGHT RAINS,CLOUDY,93,1,NE
,San Quintin (Pangasinan),20,29,17,<60,LIGHT RAINS,CLOUDY,94,1,ENE
,Santa Barbara (Pangasinan),23,30,26,<60,LIGHT RAINS,CLOUDY,93,1,NE
,Santa Maria (Pangasinan),22,30,26,<60,LIGHT RAINS,CLOUDY,93,1,ESE
,Santo Tomas (Pangasinan),23,30,27,<60,LIGHT RAINS,CLOUDY,94,1,SSW
,Sison (Pangasinan),21,29,25,<60,LIGHT RAINS,CLOUDY,92,1,NNE
,Sual (Pangasinan),23,29,26,<60,LIGHT RAINS,CLOUDY,91,1,W
,Tayug (Pangasinan),22,29,25,<60,LIGHT RAINS,CLOUDY,93,1,ENE
,Umingan (Pangasinan),21,30,25,<60,LIGHT RAINS,CLOUDY,94,1,ESE
,Urbiztondo (Pangasinan),23,29,26,<60,LIGHT RAINS,CLOUDY,93,1,E
,City of Urdaneta (Pangasinan),23,30,26,<60,LIGHT RAINS,CLOUDY,93,1,E
,Villasis (Pangasinan),23,30,27,<60,LIGHT RAINS,CLOUDY,93,1,SSE
,Laoac (Pangasinan),23,30,26,<60,LIGHT RAINS,CLOUDY,92,1,NNE
,Basco (Batanes),29,29,29,<60,LIGHT RAINS,CLOUDY,77,8,N
,Itbayat (Batanes),28,29,29,<60,LIGHT RAINS,MOSTLY CLOUDY,78,8,N
,Ivana (Batanes),29,29,29,<60,LIGHT RAINS,CLOUDY,76,8,N
,Mahatao (Batanes),29,29,29,<60,LIGHT RAINS,CLOUDY,76,8,N
,Sabtang (Batanes),29,29,29,<60,LIGHT RAINS,CLOUDY,76,8,N
,Uyugan (Batanes),29,29,29,<60,LIGHT RAINS,CLOUDY,76,8,N
,Abulug (Cagayan),23,29,26,<60,LIGHT RAINS,CLOUDY,92,2,W
,Alcala (Cagayan),22,29,26,<60,LIGHT RAINS,CLOUDY,89,0,WSW
,Allacapan (Cagayan),22,29,26,<60,LIGHT RAINS,CLOUDY,95,1,WSW
,Amulung (Cagayan),21,30,25,<60,LIGHT RAINS,CLOUDY,87,1,SW
,Aparri (Cagayan),23,29,26,<60,LIGHT RAINS,CLOUDY,88,4,NW
,Baggao (Cagayan),20,28,24,<60,LIGHT RAINS,CLOUDY,86,1,WSW
,Ballesteros (Cagayan),23,28,26,<60,LIGHT RAINS,CLOUDY,93,2,W
,Buguey (Cagayan),23,27,25,<60,LIGHT RAINS,CLOUDY,92,2,NW
,Calayan (Cagayan),28,29,29,<60,LIGHT RAINS,CLOUDY,78,8,NNW
,Camalaniugan (Cagayan),23,28,26,<60,LIGHT RAINS,CLOUDY,93,1,WNW
,Claveria (Cagayan),22,28,25,<60,LIGHT RAINS,CLOUDY,88,2,WNW
,Enrile (Cagayan),21,30,26,<60,LIGHT RAINS,CLOUDY,89,1,E
,Gattaran (Cagayan),22,29,25,<60,LIGHT RAINS,CLOUDY,91,1,W
,Gonzaga (Cagayan),23,28,25,<60,LIGHT RAINS,CLOUDY,90,2,WNW
,Iguig (Cagayan),21,29,25,<60,LIGHT RAINS,CLOUDY,86,1,SSW
,Lal-Lo (Cagayan),22,29,26,<60,LIGHT RAINS,CLOUDY,92,1,WNW
,Lasam (Cagayan),22,29,26,<60,LIGHT RAINS,CLOUDY,94,1,WSW
,Pamplona (Cagayan),23,29,26,<60,LIGHT RAINS,CLOUDY,90,2,W
,Pe├▒ablanca (Cagayan),19,28,24,<60,LIGHT RAINS,CLOUDY,83,2,SSE
,Piat (Cagayan),22,30,26,<60,LIGHT RAINS,CLOUDY,91,1,SSE
,Rizal (Cagayan),21,30,26,<60,LIGHT RAINS,CLOUDY,96,1,S
,Sanchez-Mira (Cagayan),23,28,26,<60,LIGHT RAINS,CLOUDY,88,2,WNW
,Santa Ana (Cagayan),24,28,26,<60,LIGHT RAINS,CLOUDY,84,3,NNW
,Santa Praxedes (Cagayan),21,28,25,<60,LIGHT RAINS,CLOUDY,89,2,NW
,Santa Teresita (Cagayan),23,27,25,<60,LIGHT RAINS,CLOUDY,92,2,NNW
,Santo Ni├▒o (Cagayan),22,30,26,<60,LIGHT RAINS,CLOUDY,92,1,SSW
,Solana (Cagayan),22,30,26,<60,LIGHT RAINS,CLOUDY,88,1,SE
,Tuao (Cagayan),22,30,26,<60,LIGHT RAINS,CLOUDY,92,1,SE
,Tuguegarao City (Cagayan),20,30,25,<60,LIGHT RAINS,CLOUDY,87,1,E
,Alicia (Isabela),21,29,25,<60,LIGHT RAINS,CLOUDY,96,1,W
,Angadanan (Isabela),21,28,24,<60,LIGHT RAINS,CLOUDY,96,1,W
,Aurora (Isabela),22,29,26,<60,LIGHT RAINS,CLOUDY,94,1,W
,Benito Soliven (Isabela),20,29,25,<60,LIGHT RAINS,CLOUDY,95,1,SSW
,Burgos (Isabela),22,30,26,<60,LIGHT RAINS,CLOUDY,93,1,WSW
,Cabagan (Isabela),20,31,25,<60,LIGHT RAINS,CLOUDY,88,1,ENE
,Cabatuan (Isabela),22,29,25,<60,LIGHT RAINS,CLOUDY,95,1,W
,City of Cauayan (Isabela),20,29,25,<60,LIGHT RAINS,CLOUDY,95,1,WSW
,Cordon (Isabela),21,30,26,<60,LIGHT RAINS,CLOUDY,92,1,SW
,Dinapigue (Isabela),21,28,25,<60,LIGHT RAINS,CLOUDY,88,3,E
,Divilacan (Isabela),22,28,25,<60,LIGHT RAINS,CLOUDY,88,2,ESE
,Echague (Isabela),20,28,24,<60,LIGHT RAINS,CLOUDY,96,1,WNW
,Gamu (Isabela),22,30,26,<60,LIGHT RAINS,CLOUDY,93,1,SW
,City of Ilagan (Isabela),21,30,25,<60,LIGHT RAINS,CLOUDY,93,1,ESE
,Jones (Isabela),19,28,24,<60,LIGHT RAINS,CLOUDY,96,1,WNW
,Luna (Isabela),22,29,25,<60,LIGHT RAINS,CLOUDY,95,1,WSW
,Maconacon (Isabela),21,28,24,<60,LIGHT RAINS,CLOUDY,89,1,SE
,Delfin Albano (Isabela),21,31,26,<60,LIGHT RAINS,CLOUDY,90,1,SSE
,Mallig (Isabela),22,30,26,<60,LIGHT RAINS,CLOUDY,92,1,SW
,Naguilian (Isabela),21,30,25,<60,LIGHT RAINS,CLOUDY,94,1,SW
,Palanan (Isabela),23,28,26,<60,LIGHT RAINS,CLOUDY,88,3,ESE
,Quezon (Isabela),22,31,26,<60,LIGHT RAINS,CLOUDY,92,1,S
,Quirino (Isabela),21,30,26,<60,LIGHT RAINS,CLOUDY,92,1,SSW
,Ramon (Isabela),22,30,26,<60,LIGHT RAINS,CLOUDY,93,1,WSW
,Reina Mercedes (Isabela),22,29,25,<60,LIGHT RAINS,CLOUDY,94,1,WSW
,Roxas (Isabela),22,30,26,<60,LIGHT RAINS,CLOUDY,92,1,WSW
,San Agustin (Isabela),20,27,23,<60,LIGHT RAINS,CLOUDY,96,1,WSW
,San Guillermo (Isabela),20,27,23,<60,LIGHT RAINS,CLOUDY,95,1,WSW
,San Isidro (Isabela),22,29,25,<60,LIGHT RAINS,CLOUDY,96,1,W
,San Manuel (Isabela),22,29,26,<60,LIGHT RAINS,CLOUDY,93,1,W
,San Mariano (Isabela),20,28,24,<60,LIGHT RAINS,CLOUDY,94,1,E
,San Mateo (Isabela),22,29,26,<60,LIGHT RAINS,CLOUDY,94,1,WSW
,San Pablo (Isabela),19,28,24,<60,LIGHT RAINS,CLOUDY,86,1,NE
,Santa Maria (Isabela),21,31,26,<60,LIGHT RAINS,CLOUDY,89,1,E
,City of Santiago (Isabela),21,29,25,<60,LIGHT RAINS,CLOUDY,95,1,WSW
,Santo Tomas (Isabela),21,31,26,<60,LIGHT RAINS,CLOUDY,90,1,ESE
,Tumauini (Isabela),20,29,25,<60,LIGHT RAINS,CLOUDY,89,1,ENE
,Ambaguio (Nueva Vizcaya),18,28,23,<60,LIGHT RAINS,CLOUDY,96,1,SSE
,Aritao (Nueva Vizcaya),18,26,22,<60,LIGHT RAINS,CLOUDY,97,1,ENE
,Bagabag (Nueva Vizcaya),20,29,25,<60,LIGHT RAINS,CLOUDY,95,1,SSW
,Bambang (Nueva Vizcaya),18,26,22,<60,LIGHT RAINS,CLOUDY,97,1,ESE
,Bayombong (Nueva Vizcaya),19,28,23,<60,LIGHT RAINS,MOSTLY CLOUDY,97,1,S
,Diadi (Nueva Vizcaya),21,30,25,<60,LIGHT RAINS,CLOUDY,93,1,SSW
,Dupax del Norte (Nueva Vizcaya),18,26,22,<60,LIGHT RAINS,CLOUDY,98,1,E
,Dupax del Sur (Nueva Vizcaya),18,28,23,<60,LIGHT RAINS,CLOUDY,97,1,ENE
,Kasibu (Nueva Vizcaya),19,27,23,<60,LIGHT RAINS,CLOUDY,98,1,SE
,Kayapa (Nueva Vizcaya),17,26,22,<60,LIGHT RAINS,CLOUDY,96,1,E
,Quezon (Nueva Vizcaya),19,29,24,<60,LIGHT RAINS,CLOUDY,97,1,S
,Santa Fe (Nueva Vizcaya),19,27,23,<60,LIGHT RAINS,CLOUDY,95,1,ENE
,Solano (Nueva Vizcaya),19,28,24,<60,LIGHT RAINS,MOSTLY CLOUDY,96,1,SSW
,Villaverde (Nueva Vizcaya),19,28,24,<60,LIGHT RAINS,MOSTLY CLOUDY,95,1,SSW
,Alfonso Castaneda (Nueva Vizcaya),19,29,24,<60,LIGHT RAINS,CLOUDY,96,1,SE
,Aglipay (Quirino),19,28,23,<60,LIGHT RAINS,CLOUDY,97,1,SSW
,Cabarroguis (Quirino),19,28,24,<60,LIGHT RAINS,CLOUDY,97,1,SSW
,Diffun (Quirino),20,29,25,<60,LIGHT RAINS,CLOUDY,95,1,SW
,Maddela (Quirino),19,28,23,<60,LIGHT RAINS,CLOUDY,95,1,SSE
,Saguday (Quirino),21,28,25,<60,LIGHT RAINS,CLOUDY,96,1,WSW
,Nagtipunan (Quirino),19,27,23,<60,LIGHT RAINS,CLOUDY,93,2,ESE
,Abucay (Bataan),24,28,26,<60,LIGHT RAINS,CLOUDY,89,2,SE
,Bagac (Bataan),24,26,25,<60,LIGHT RAINS,CLOUDY,90,2,SE
,City of Balanga (Bataan),24,27,26,<60,LIGHT RAINS,CLOUDY,89,2,SE
,Dinalupihan (Bataan),24,28,26,<60,LIGHT RAINS,CLOUDY,91,2,SE
,Hermosa (Bataan),24,28,26,<60,LIGHT RAINS,CLOUDY,91,2,SE
,Limay (Bataan),25,27,26,<60,LIGHT RAINS,CLOUDY,86,2,SE
,Mariveles (Bataan),25,27,26,<60,LIGHT RAINS,CLOUDY,88,2,SSE
,Morong (Bataan),24,27,26,<60,LIGHT RAINS,CLOUDY,90,2,SE
,Orani (Bataan),24,28,26,<60,LIGHT RAINS,CLOUDY,90,2,SE
,Orion (Bataan),25,27,26,<60,LIGHT RAINS,CLOUDY,87,2,SE
,Pilar (Bataan),25,27,26,<60,LIGHT RAINS,CLOUDY,88,2,SE
,Samal (Bataan),24,28,26,<60,LIGHT RAINS,CLOUDY,89,2,SE
,Angat (Bulacan),22,29,25,<60,LIGHT RAINS,CLOUDY,94,1,ENE
,Balagtas (Bulacan),24,29,27,<60,LIGHT RAINS,CLOUDY,91,1,ENE
,City of Baliwag (Bulacan),24,29,26,<60,LIGHT RAINS,CLOUDY,92,1,ENE
,Bocaue (Bulacan),24,29,26,<60,LIGHT RAINS,CLOUDY,91,1,ENE
,Bulacan (Bulacan),24,29,27,<60,LIGHT RAINS,CLOUDY,90,1,E
,Bustos (Bulacan),23,29,26,<60,LIGHT RAINS,CLOUDY,92,1,ENE
,Calumpit (Bulacan),24,29,27,<60,LIGHT RAINS,CLOUDY,90,2,E
,Guiguinto (Bulacan),24,29,27,<60,LIGHT RAINS,CLOUDY,90,1,ENE
,Hagonoy (Bulacan),25,29,27,<60,LIGHT RAINS,CLOUDY,88,2,E
,City of Malolos (Bulacan),24,29,27,<60,LIGHT RAINS,CLOUDY,89,2,ENE
,Marilao (Bulacan),23,29,26,<60,LIGHT RAINS,CLOUDY,92,1,E
,City of Meycauayan (Bulacan),23,29,26,<60,LIGHT RAINS,CLOUDY,91,1,E
,Norzagaray (Bulacan),21,28,25,<60,LIGHT RAINS,CLOUDY,96,1,ENE
,Obando (Bulacan),25,29,27,<60,LIGHT RAINS,CLOUDY,90,1,ESE
,Pandi (Bulacan),23,29,26,<60,LIGHT RAINS,CLOUDY,92,1,ENE
,Paombong (Bulacan),25,29,27,<60,LIGHT RAINS,CLOUDY,88,2,E
,Plaridel (Bulacan),24,29,27,<60,LIGHT RAINS,CLOUDY,91,1,ENE
,Pulilan (Bulacan),24,29,27,<60,LIGHT RAINS,CLOUDY,91,1,ENE
,San Ildefonso (Bulacan),22,29,26,<60,LIGHT RAINS,CLOUDY,94,1,ENE
,City of San Jose Del Monte (Bulacan),21,28,25,<60,LIGHT RAINS,CLOUDY,94,1,ENE
,San Miguel (Bulacan),22,30,26,<60,LIGHT RAINS,CLOUDY,95,1,NE
,San Rafael (Bulacan),22,29,26,<60,LIGHT RAINS,CLOUDY,93,1,ENE
,Santa Maria (Bulacan),23,29,26,<60,LIGHT RAINS,CLOUDY,93,1,ENE
,Do├▒a Remedios Trinidad (Bulacan),21,29,25,<60,LIGHT RAINS,CLOUDY,96,1,NE
,Aliaga (Nueva Ecija),24,30,27,<60,LIGHT RAINS,CLOUDY,94,0,SSE
,Bongabon (Nueva Ecija),21,29,25,<60,LIGHT RAINS,CLOUDY,94,1,ENE
,City of Cabanatuan (Nueva Ecija),22,30,26,<60,LIGHT RAINS,CLOUDY,94,0,ESE
,Cabiao (Nueva Ecija),24,30,27,<60,LIGHT RAINS,CLOUDY,93,1,E
,Carranglan (Nueva Ecija),18,29,24,<60,LIGHT RAINS,CLOUDY,96,1,ENE
,Cuyapo (Nueva Ecija),23,30,27,<60,LIGHT RAINS,CLOUDY,94,1,W
,Gabaldon (Nueva Ecija),22,29,25,<60,LIGHT RAINS,CLOUDY,92,2,ENE
,City of Gapan (Nueva Ecija),22,30,26,<60,LIGHT RAINS,CLOUDY,95,1,NE
,General Mamerto Natividad (Nueva Ecija),21,30,25,<60,LIGHT RAINS,CLOUDY,95,1,E
,General Tinio (Nueva Ecija),22,30,26,<60,LIGHT RAINS,CLOUDY,94,2,NE
,Guimba (Nueva Ecija),23,30,27,<60,LIGHT RAINS,CLOUDY,94,1,S
,Jaen (Nueva Ecija),24,30,27,<60,LIGHT RAINS,CLOUDY,94,0,ESE
,Laur (Nueva Ecija),21,29,25,<60,LIGHT RAINS,CLOUDY,94,1,NE
,Licab (Nueva Ecija),24,30,27,<60,LIGHT RAINS,CLOUDY,94,0,SSE
,Llanera (Nueva Ecija),22,30,26,<60,LIGHT RAINS,CLOUDY,95,1,ENE
,Lupao (Nueva Ecija),21,30,26,<60,LIGHT RAINS,CLOUDY,94,1,NE
,Science City of Mu├▒oz (Nueva Ecija),23,30,26,<60,LIGHT RAINS,CLOUDY,94,1,E
,Nampicuan (Nueva Ecija),23,30,27,<60,LIGHT RAINS,CLOUDY,94,1,W
,City of Palayan (Nueva Ecija),21,29,25,<60,LIGHT RAINS,CLOUDY,95,1,NE
,Pantabangan (Nueva Ecija),19,30,24,<60,LIGHT RAINS,CLOUDY,96,1,NE
,Pe├▒aranda (Nueva Ecija),22,30,26,<60,LIGHT RAINS,CLOUDY,95,1,ENE
,Quezon (Nueva Ecija),24,30,27,<60,LIGHT RAINS,CLOUDY,94,0,SSE
,Rizal (Nueva Ecija),21,29,25,<60,LIGHT RAINS,CLOUDY,95,1,NE
,San Antonio (Nueva Ecija),24,30,27,<60,LIGHT RAINS,CLOUDY,94,1,E
,San Isidro (Nueva Ecija),23,30,27,<60,LIGHT RAINS,CLOUDY,93,1,E
,San Jose City (Nueva Ecija),21,30,26,<60,LIGHT RAINS,CLOUDY,95,1,NE
,San Leonardo (Nueva Ecija),23,30,27,<60,LIGHT RAINS,CLOUDY,94,1,E
,Santa Rosa (Nueva Ecija),22,30,26,<60,LIGHT RAINS,CLOUDY,94,0,ESE
,Santo Domingo (Nueva Ecija),23,30,27,<60,LIGHT RAINS,CLOUDY,94,0,SE
,Talavera (Nueva Ecija),22,30,26,<60,LIGHT RAINS,CLOUDY,94,0,SE
,Talugtug (Nueva Ecija),23,30,26,<60,LIGHT RAINS,CLOUDY,94,1,SSE
,Zaragoza (Nueva Ecija),24,30,27,<60,LIGHT RAINS,CLOUDY,94,0,SE
,Apalit (Pampanga),24,29,27,<60,LIGHT RAINS,CLOUDY,91,1,E
